Holdings details

FTSE Emerging Markets ETF (VWO)


Equity,as of 09/30/2020

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SECTOR,COUNTRY,SECURITY DEPOSITORY RECEIPT TYPE,MARKET VALUE*,SHARES
,B02GKC7,Suzano SA,SUZB3,0.07%,Paper Products,BR,---,"$63,380,303.73","7,814,214"
,B09JBT3,Ayala Corp.,AC,0.07%,Industrial Conglomerates,PH,---,"$63,235,110.14","4,422,425"
,6075745,CIMB Group Holdings Bhd.,CIMB,0.07%,Diversified Banks,MY,---,"$63,158,176.23","85,046,908"
,6913168,Guangdong Investment Ltd.,270,0.07%,Water Utilities,CN,---,"$62,893,399.87","39,556,021"
,6451680,Taishin Financial Holding Co. Ltd.,2887,0.07%,Diversified Banks,TW,---,"$62,598,923.84","140,696,700"
,6742340,Shandong Weigao Group Medical Polymer Co. Ltd.,1066,0.07%,Health Care Supplies,CN,---,"$62,017,179.74","30,995,844"
,B3C8VY3,Saudi Arabian Mining Co.,1211,0.07%,Diversified Metals & Mining,SA,---,"$61,679,285.65","5,516,106"
,2328595,Banco do Brasil SA,BBAS3,0.07%,Diversified Banks,BR,---,"$61,520,358.67","11,664,152"
,B0L6750,Sanlam Ltd.,SLM,0.07%,Life & Health Insurance,ZA,---,"$60,685,165.80","19,688,278"
,BYW1G33,Avenue Supermarts Ltd.,DMART,0.07%,Food Retail,IN,---,"$60,679,838.02","2,029,696"
,B4PLX17,Pegatron Corp.,4938,0.07%,"Technology Hardware, Storage & Periphera",TW,---,"$60,326,775.99","27,169,213"
,B1TL3R8,Haier Electronics Group Co. Ltd.,1169,0.07%,Household Appliances,CN,---,"$60,209,899.91","16,561,535"
,6718255,Great Wall Motor Co. Ltd.,2333,0.07%,Automobile Manufacturers,CN,---,"$60,058,430.30","47,081,875"
,B7LV1N0,Shanghai Commercial & Savings Bank Ltd.,5876,0.07%,Diversified Banks,TW,---,"$59,956,708.68","44,424,350"
,6706250,PICC Property & Casualty Co. Ltd.,2328,0.07%,Property & Casualty Insurance,CN,---,"$59,874,846.45","85,236,207"
,B57JY24,China Minsheng Banking Corp. Ltd.,1988,0.07%,Diversified Banks,CN,---,"$59,746,382.60","113,706,094"
,B1323K0,Saudi Arabian Fertilizer Co.,2020,0.07%,Fertilizers & Agricultural Chemicals,SA,---,"$59,462,137.24","2,717,468"
,2516710,Lojas Americanas SA,LAME4,0.07%,General Merchandise Stores,BR,---,"$59,262,667.81","11,722,903"
,B65B4D0,Vodacom Group Ltd.,VOD,0.07%,Wireless Telecommunication Services,ZA,---,"$59,188,474.42","8,071,194"
,BF6RHY2,Sime Darby Plantation Bhd.,SIMEPLT,0.07%,Agricultural Products,MY,---,"$58,878,702.98","48,345,979"
,B27WRM3,Kingsoft Corp. Ltd.,3888,0.07%,Application Software,CN,---,"$58,683,673.19","11,648,078"
,BL3N3C5,JOYY Inc.,YY,0.07%,Interactive Media & Services,CN,ADR,"$58,675,001.82","727,346"
,6186669,Catcher Technology Co. Ltd.,2474,0.07%,"Technology Hardware, Storage & Periphera",TW,---,"$58,445,805.74","9,249,956"
,B39NWT3,Alinma Bank,1150,0.07%,Diversified Banks,SA,---,"$58,107,368.19","13,316,370"
,6777450,Sasol Ltd.,SOL,0.07%,Diversified Chemicals,ZA,---,"$58,022,059.20","7,546,249"
,BYXZ2W5,Rumo SA,RAIL3,0.07%,Railroads,BR,---,"$57,757,196.36","17,017,767"
,6761000,Anglo American Platinum Ltd.,AMS,0.07%,Precious Metals & Minerals,ZA,---,"$57,687,154.73","833,208"
,2392471,Grupo Bimbo SAB de CV,BIMBOA,0.07%,Packaged Foods & Meats,MX,---,"$57,408,987.07","30,684,042"
,B0VR7W0,Masraf Al Rayan QSC,MARK,0.07%,Diversified Banks,QA,---,"$57,012,759.27","49,791,038"
,B00MRS2,Dialog Group Bhd.,DIALOG,0.06%,Oil & Gas Equipment & Services,MY,---,"$56,759,964.89","61,857,560"
,6327327,Hero MotoCorp Ltd.,HEROMOTOCO,0.06%,Motorcycle Manufacturers,IN,---,"$56,680,488.30","1,327,927"
,6889935,Siam Commercial Bank PCL,SCB-F,0.06%,Diversified Banks,TH,---,"$56,517,639.90","27,445,310"
,6202673,Advantech Co. Ltd.,2395,0.06%,"Technology Hardware, Storage & Periphera",TW,---,"$56,378,460.52","5,571,361"
,6559335,China Telecom Corp. Ltd.,728,0.06%,Integrated Telecommunication Services,CN,---,"$56,266,577.67","187,275,743"
,6545464,Abu Dhabi Commercial Bank PJSC,ADCB,0.06%,Diversified Banks,AE,---,"$55,734,077.14","36,113,841"
,6005214,Accton Technology Corp.,2345,0.06%,Communications Equipment,TW,---,"$55,677,899.12","7,196,610"
,BYXL3S6,Polyus PJSC,PLZL,0.06%,Gold,RU,GDR,"$55,559,995.80","527,371"
,6206051,Wipro Ltd.,WIPRO,0.06%,IT Consulting & Other Services,IN,---,"$55,530,993.19","13,049,001"
,B233HS6,Power Grid Corp. of India Ltd.,POWERGRID,0.06%,Electric Utilities,IN,---,"$55,117,952.93","24,992,062"
,B56LHP5,Win Semiconductors Corp.,3105,0.06%,Semiconductors,TW,---,"$54,467,837.62","5,462,519"
,6725299,Zijin Mining Group Co. Ltd.,2899,0.06%,Gold,CN,---,"$54,391,051.00","85,086,097"
,6535517,China Resources Gas Group Ltd.,1193,0.06%,Gas Utilities,CN,---,"$54,213,297.84","12,074,405"
,6801575,Shoprite Holdings Ltd.,SHP,0.06%,Food Retail,ZA,---,"$54,188,830.79","6,642,994"
,B0D0006,BIM Birlesik Magazalar AS,BIMAS,0.06%,Food Retail,TR,---,"$54,173,237.11","6,041,964"
,BMW4CV8,Eicher Motors Ltd.,EICHERMOT,0.06%,Construction Machinery & Heavy Trucks,IN,---,"$54,127,137.11","1,812,920"
,B5BHR47,Surgutneftegas PJSC,SNGSP,0.06%,Integrated Oil & Gas,RU,---,"$53,999,795.64","106,899,923"
,BK1VBN1,GSX Techedu Inc.,GSX,0.06%,Education Services,CN,ADR,"$53,857,845.90","597,690"
,6525875,SinoPac Financial Holdings Co. Ltd.,2890,0.06%,Diversified Banks,TW,---,"$53,719,603.55","142,468,618"
,6187855,Chang Hwa Commercial Bank Ltd.,2801,0.06%,Diversified Banks,TW,---,"$53,113,289.27","88,244,914"
,BD8GL18,Postal Savings Bank of China Co. Ltd.,1658,0.06%,Diversified Banks,CN,---,"$53,104,891.58","126,061,010"
,BZ60N32,SBI Life Insurance Co. Ltd.,SBILIFE,0.06%,Life & Health Insurance,IN,---,"$52,922,694.66","4,809,149"
,B17M2Q5,Ahli United Bank BSC,AUB,0.06%,Diversified Banks,KW,---,"$52,867,049.35","69,060,814"
,B00FM86,Banco Bradesco SA,BBDC3,0.06%,Diversified Banks,BR,---,"$52,661,021.78","16,411,711"
,2603225,Mobile TeleSystems PJSC,MBT,0.06%,Wireless Telecommunication Services,RU,ADR,"$52,454,798.64","6,008,568"
,B29SHS5,BYD Electronic International Co. Ltd.,285,0.06%,Communications Equipment,CN,---,"$52,409,806.88","10,327,029"
,B011108,Cipla Ltd./India,CIPLA,0.06%,Pharmaceuticals,IN,---,"$52,396,729.82","4,985,957"
,6263830,China Unicom Hong Kong Ltd.,762,0.06%,Integrated Telecommunication Services,CN,---,"$52,390,604.88","79,815,981"
,B633D97,Zhongsheng Group Holdings Ltd.,881,0.06%,Automotive Retail,CN,---,"$52,389,954.70","8,328,406"
,BGSQG47,Britannia Industries Ltd.,BRITANNIA,0.06%,Packaged Foods & Meats,IN,---,"$52,238,023.95","1,012,177"
,B5KQGT3,Petronas Chemicals Group Bhd.,PCHEM,0.06%,Commodity Chemicals,MY,---,"$52,013,210.28","38,388,412"
,BD6H7M6,Adani Green Energy Ltd.,ADANIGREEN,0.06%,Renewable Electricity,IN,---,"$51,866,369.07","5,151,297"
,BFX05H3,Absa Group Ltd.,ABG,0.06%,Diversified Banks,ZA,---,"$51,844,742.27","9,784,708"
,6718716,Formosa Petrochemical Corp.,6505,0.06%,Oil & Gas Refining & Marketing,TW,---,"$51,692,601.44","18,627,977"
,6410959,Dr Reddy's Laboratories Ltd.,DRREDDY,0.06%,Pharmaceuticals,IN,---,"$51,413,050.30","734,129"
,BZBYJJ7,JSW Steel Ltd.,JSWSTEEL,0.06%,Steel,IN,---,"$51,215,678.41","13,534,944"
,6602518,Divi's Laboratories Ltd.,DIVISLAB,0.06%,Life Sciences Tools & Services,IN,---,"$50,969,178.66","1,231,120"
,B0B8Z29,Bank of Communications Co. Ltd.,3328,0.06%,Diversified Banks,CN,---,"$50,625,266.60","105,037,609"
,B83X6P8,IHH Healthcare Bhd.,IHH,0.06%,Health Care Facilities,MY,---,"$50,431,524.61","40,194,555"
,6743956,Weichai Power Co. Ltd.,2338,0.06%,Construction Machinery & Heavy Trucks,CN,---,"$49,805,879.48","24,614,294"
,B5730Z1,New China Life Insurance Co. Ltd.,1336,0.06%,Life & Health Insurance,CN,---,"$49,805,355.80","13,249,205"
,6297356,Dabur India Ltd.,DABUR,0.06%,Personal Products,IN,---,"$49,790,026.79","7,182,978"
,B0L0W35,UPL Ltd.,UPL,0.06%,Fertilizers & Agricultural Chemicals,IN,---,"$49,775,478.41","7,277,553"
,2196026,Empresas COPEC SA,COPEC,0.06%,Oil & Gas Refining & Marketing,CL,---,"$49,729,358.07","6,630,567"
,B037HF1,NTPC Ltd.,NTPC,0.06%,Independent Power Producers & Energy Traders,IN,---,"$49,403,820.22","42,699,773"
,B1V74X7,JBS SA,JBSS3,0.06%,Packaged Foods & Meats,BR,---,"$49,354,729.10","13,409,348"
,B128CF7,Yanbu National Petrochemical Co.,2290,0.06%,Commodity Chemicals,SA,---,"$49,344,680.36","3,147,202"
,BH4DMW9,Silergy Corp.,6415,0.06%,Semiconductors,TW,---,"$48,786,605.12","822,890"
,B132NM2,Saudi Electricity Co.,5110,0.06%,Electric Utilities,SA,---,"$48,748,162.11","10,616,978"
,6431756,China Development Financial Holding Corp.,2883,0.06%,Life & Health Insurance,TW,---,"$48,725,587.33","164,731,653"
,B1BDGY0,Godrej Consumer Products Ltd.,GODREJCP,0.06%,Personal Products,IN,---,"$48,722,806.16","4,940,156"
,6600084,Mobile Telecommunications Co. KSC,ZAIN,0.06%,Wireless Telecommunication Services,KW,---,"$48,608,144.06","25,945,797"
,6086242,DiGi.Com Bhd.,DIGI,0.06%,Wireless Telecommunication Services,MY,---,"$48,346,775.13","49,735,733"
,6466457,JG Summit Holdings Inc.,JGS,0.06%,Industrial Conglomerates,PH,---,"$48,337,081.38","38,796,541"
,B137VV2,Almarai Co. JSC,2280,0.06%,Packaged Foods & Meats,SA,---,"$48,324,363.52","3,417,247"
,B28XXH2,Adani Ports & Special Economic Zone Ltd.,ADANIPORTS,0.06%,Marine Ports & Services,IN,---,"$48,285,234.61","10,369,824"
,B606XG6,Oneness Biotech Co. Ltd.,4743,0.06%,Pharmaceuticals,TW,---,"$48,242,782.59","4,055,000"
,B1359J0,PTT Exploration & Production PCL,PTTEP-F,0.05%,Oil & Gas Exploration & Production,TH,---,"$48,191,707.98","19,262,184"
,BYXH7P9,ICICI Lombard General Insurance Co. Ltd.,ICICIGI,0.05%,Property & Casualty Insurance,IN,---,"$47,856,457.19","2,717,267"
,B59BXN2,Tatneft PJSC,TATN,0.05%,Oil & Gas Exploration & Production,RU,---,"$47,806,716.27","8,058,032"
,6350260,Northam Platinum Ltd.,NHM,0.05%,Precious Metals & Minerals,ZA,---,"$47,615,353.35","4,684,643"
,B2QKYZ0,Magnit PJSC,MGNT,0.05%,Food Retail,RU,GDR,"$47,441,834.91","3,182,533"
,B12LZK2,Arab National Bank,1080,0.05%,Diversified Banks,SA,---,"$47,406,686.92","8,734,672"
,BP3R369,Jiangsu Hengrui Medicine Co. Ltd.,600276,0.05%,Pharmaceuticals,CN,---,"$47,376,489.59","3,578,619"
,B5VJH76,BDO Unibank Inc.,BDO,0.05%,Diversified Banks,PH,---,"$47,323,893.91","26,521,219"
,B71SXC4,Haitong Securities Co. Ltd.,6837,0.05%,Investment Banking & Brokerage,CN,---,"$47,206,504.51","55,200,870"
,B7VY430,Via Varejo S/A,VVAR3,0.05%,Home Improvement Retail,BR,---,"$46,907,116.33","15,183,036"
,6331470,Far Eastern New Century Corp.,1402,0.05%,Industrial Conglomerates,TW,---,"$46,856,463.59","53,335,963"
,B128R96,Equatorial Energia SA,EQTL3,0.05%,Electric Utilities,BR,---,"$46,474,605.06","12,322,792"
,2967084,Grupo Elektra SAB DE CV,ELEKTRA*,0.05%,Diversified Banks,MX,---,"$46,340,061.84","854,657"
,B1Y3WG1,IOI Corp. Bhd.,IOICORP,0.05%,Agricultural Products,MY,---,"$46,079,823.88","42,879,390"
,6519481,Lite-On Technology Corp.,2301,0.05%,"Technology Hardware, Storage & Periphera",TW,---,"$45,999,378.18","28,719,084"
,B2QKXW0,Bajaj Auto Ltd.,BAJAJ-AUTO,0.05%,Motorcycle Manufacturers,IN,---,"$45,996,786.85","1,176,631"
,B5L2DG6,Charoen Pokphand Foods PCL,CPF-F,0.05%,Packaged Foods & Meats,TH,---,"$45,950,865.76","51,842,817"
,B17FSC2,Rosneft Oil Co. PJSC,ROSN,0.05%,Integrated Oil & Gas,RU,GDR,"$45,782,595.89","9,320,161"
,B52J816,Airtac International Group,1590,0.05%,Industrial Machinery,TW,---,"$45,670,161.67","2,007,581"
,B5387L5,Maxis Bhd.,MAXIS,0.05%,Wireless Telecommunication Services,MY,---,"$45,589,291.86","37,235,460"
,B133RS9,Savola Group,2050,0.05%,Packaged Foods & Meats,SA,---,"$45,525,334.34","3,551,586"
,6056331,Asia Cement Corp.,1102,0.05%,Construction Materials,TW,---,"$45,482,868.12","31,566,510"
,6196152,CITIC Ltd.,267,0.05%,Industrial Conglomerates,CN,---,"$45,416,125.42","61,251,026"
,2100845,Banco de Chile,CHILE,0.05%,Diversified Banks,CL,---,"$45,223,504.35","592,216,688"
,6137720,Unimicron Technology Corp.,3037,0.05%,Electronic Components,TW,---,"$45,164,719.41","17,416,979"
,BP3R273,China Merchants Bank Co. Ltd.,600036,0.05%,Diversified Banks,CN,---,"$45,077,741.46","8,492,749"
,6397557,Intouch Holdings PCL,INTUCH-R,0.05%,Wireless Telecommunication Services,TH,---,"$44,927,312.77","27,678,117"
,5051605,Hellenic Telecommunications Organization SA,HTO,0.05%,Integrated Telecommunication Services,GR,---,"$44,892,508.52","3,117,051"
,B1V7L36,Supermax Corp. Bhd.,SUPERMX,0.05%,Health Care Supplies,MY,---,"$44,780,853.16","21,974,784"
,B6SR6J5,Central Pattana PCL,CPN-F,0.05%,Real Estate Operating Companies,TH,---,"$44,748,818.98","33,171,724"
,BYQKH33,Grasim Industries Ltd.,GRASIM,0.05%,Construction Materials,IN,---,"$44,577,013.09","4,403,923"
,B23TGR6,China Jinmao Holdings Group Ltd.,817,0.05%,Real Estate Development,CN,---,"$44,236,619.46","79,452,771"
,B00FSK0,Banco Bradesco SA,BBD,0.05%,Diversified Banks,BR,ADR,"$44,076,940.60","12,850,420"
,B2QZGV5,Axiata Group Bhd.,AXIATA,0.05%,Wireless Telecommunication Services,MY,---,"$43,474,556.27","61,039,849"
,BSQCB24,State Bank of India,SBIN,0.05%,Diversified Banks,IN,---,"$43,471,113.48","17,222,777"
,B3ZCNF7,Telefonica Brasil SA,VIVT4,0.05%,Integrated Telecommunication Services,BR,---,"$43,264,756.82","5,595,821"
,B42G7J1,China Tourism Group Duty Free Corp. Ltd.,601888,0.05%,Specialty Stores,CN,---,"$43,241,637.82","1,316,282"
,BLR5MQ4,Gulf Energy Development PCL,GULF-F,0.05%,Independent Power Producers & Energy Traders,TH,---,"$43,238,837.40","44,804,615"
,6133450,Micro-Star International Co. Ltd.,2377,0.05%,"Technology Hardware, Storage & Periphera",TW,---,"$42,907,350.23","9,294,200"
,B1W0JF2,China CITIC Bank Corp. Ltd.,998,0.05%,Diversified Banks,CN,---,"$42,714,511.38","110,219,476"
,B64QPN3,Luxshare Precision Industry Co. Ltd.,002475,0.05%,Electronic Components,CN,---,"$42,679,019.82","5,054,183"
,6888794,Kasikornbank PCL,KBANK-F,0.05%,Diversified Banks,TH,---,"$42,669,569.74","17,470,135"
,6105578,Clicks Group Ltd.,CLS,0.05%,Drug Retail,ZA,---,"$42,528,896.34","3,212,496"
,B1LH3Y1,B2W Cia Digital,BTOW3,0.05%,Internet & Direct Marketing Retail,BR,---,"$42,444,959.47","2,649,107"
,6687184,Unilever Indonesia Tbk PT,UNVR,0.05%,Household Products,ID,---,"$42,333,999.11","77,582,755"
,6681669,PPB Group Bhd.,PPB,0.05%,Packaged Foods & Meats,MY,---,"$41,482,717.32","9,060,060"
,6143761,Lupin Ltd.,LUPIN,0.05%,Pharmaceuticals,IN,---,"$41,458,084.84","3,032,202"
,B2QKWK1,Bajaj Finserv Ltd.,BAJAJFINSV,0.05%,Multi-line Insurance,IN,---,"$41,293,772.92","517,797"
,2299453,Enel Americas SA,ENELAM,0.05%,Electric Utilities,CL,---,"$41,091,851.76","316,272,300"
,B1685L0,Info Edge India Ltd.,NAUKRI,0.05%,Interactive Media & Services,IN,---,"$41,080,374.99","832,053"
,2645517,Gerdau SA,GGBR4,0.05%,Steel,BR,---,"$41,038,471.48","11,080,190"
,6109677,Vanguard International Semiconductor Corp.,5347,0.05%,Semiconductors,TW,---,"$40,587,968.70","12,132,640"
,B41XC98,China Resources Cement Holdings Ltd.,1313,0.05%,Construction Materials,CN,---,"$40,556,629.90","29,501,076"
,6136040,Vedanta Ltd.,VEDL,0.05%,Diversified Metals & Mining,IN,---,"$40,535,576.07","21,730,985"
,B59NHY7,Transneft PJSC,TRNFP,0.05%,Oil & Gas Storage & Transportation,RU,---,"$40,299,025.55","21,222"
,6421854,Far EasTone Telecommunications Co. Ltd.,4904,0.05%,Wireless Telecommunication Services,TW,---,"$40,199,237.06","19,033,035"
,5624030,CEZ AS,CEZ,0.05%,Electric Utilities,CZ,---,"$40,194,280.43","2,125,710"
,B128FM5,Jarir Marketing Co.,4190,0.05%,Specialty Stores,SA,---,"$40,004,329.79","799,071"
,2683410,Petroleo Brasileiro SA,PBR.A,0.05%,Integrated Oil & Gas,US,ADR,"$39,702,410.88","5,639,547"
,BC9ZH86,Richter Gedeon Nyrt,RICHTER,0.05%,Pharmaceuticals,HU,---,"$39,614,404.84","1,876,732"
,B9N3SQ0,BB Seguridade Participacoes SA,BBSE3,0.05%,Multi-line Insurance,BR,---,"$39,493,987.27","9,138,619"
,6672481,Wistron Corp.,3231,0.04%,"Technology Hardware, Storage & Periphera",TW,---,"$39,382,272.25","37,974,535"
,B12LR51,Etihad Etisalat Co.,7020,0.04%,Wireless Telecommunication Services,SA,---,"$39,269,871.37","5,150,478"
,6452586,Shin Kong Financial Holding Co. Ltd.,2888,0.04%,Life & Health Insurance,TW,---,"$39,230,288.19","140,385,214"
,BD5CPG2,Wuliangye Yibin Co. Ltd.,000858,0.04%,Distillers & Vintners,CN,---,"$39,196,458.71","1,202,262"
,6702634,Aurobindo Pharma Ltd.,AUROPHARMA,0.04%,Pharmaceuticals,IN,---,"$38,961,344.51","3,597,935"
,BG1SV45,Bandhan Bank Ltd.,BANDHANBNK,0.04%,Regional Banks,IN,---,"$38,924,177.31","10,424,795"
,6290689,Remgro Ltd.,REM,0.04%,Multi-Sector Holdings,ZA,---,"$38,846,694.72","6,950,506"
,6139362,Oil & Natural Gas Corp. Ltd.,ONGC,0.04%,Oil & Gas Exploration & Production,IN,---,"$38,763,016.70","41,194,307"
,BS7JP33,Globalwafers Co. Ltd.,6488,0.04%,Semiconductor Equipment,TW,---,"$38,452,450.84","2,873,810"
,6372167,Giant Manufacturing Co. Ltd.,9921,0.04%,Leisure Products,TW,---,"$38,435,961.33","4,056,423"
,BDVPYN5,Old Mutual Ltd.,OMU,0.04%,Life & Health Insurance,ZA,---,"$38,323,353.11","62,174,159"
,B433995,Guangzhou Automobile Group Co. Ltd.,2238,0.04%,Automobile Manufacturers,CN,---,"$38,240,600.04","45,584,820"
,6273583,Apollo Hospitals Enterprise Ltd.,APOLLOHOSP,0.04%,Health Care Facilities,IN,---,"$37,837,575.43","1,298,361"
,6315344,Charoen Pokphand Indonesia Tbk PT,CPIN,0.04%,Agricultural Products,ID,---,"$37,773,662.30","98,681,223"
,2082567,Bancolombia SA,CIB,0.04%,Diversified Banks,CO,ADR,"$37,698,820.60","1,475,492"
,6100089,Bidvest Group Ltd.,BVT,0.04%,Industrial Conglomerates,ZA,---,"$37,568,096.34","4,575,577"
,6177878,Discovery Ltd.,DSY,0.04%,Life & Health Insurance,ZA,---,"$37,362,268.33","4,920,791"
,B0ZV104,Grupo Aeroportuario del Pacifico SAB de CV,GAPB,0.04%,Airport Services,MX,---,"$37,361,823.60","4,654,493"
,B0CC0M5,Innolux Corp.,3481,0.04%,Electronic Components,TW,---,"$37,200,047.80","113,960,372"
,B09C0Z1,Aspen Pharmacare Holdings Ltd.,APN,0.04%,Pharmaceuticals,ZA,---,"$37,026,591.49","5,186,475"
,BP3R217,Industrial & Commercial Bank of China Ltd.,601398,0.04%,Diversified Banks,CN,---,"$36,952,503.40","51,061,779"
,B9GFHQ6,Moscow Exchange MICEX-RTS PJSC,MOEX,0.04%,Financial Exchanges & Data,RU,---,"$36,931,178.57","19,622,358"
,6225744,Compal Electronics Inc.,2324,0.04%,"Technology Hardware, Storage & Periphera",TW,---,"$36,859,724.78","55,733,900"
,B01RM25,Emaar Properties PJSC,EMAAR,0.04%,Real Estate Development,AE,---,"$36,689,079.56","47,773,248"
,B0FHTN1,Ultrapar Participacoes SA,UGPA3,0.04%,Oil & Gas Storage & Transportation,BR,---,"$36,388,244.53","10,604,709"
,6418533,Home Product Center PCL,HMPRO-F,0.04%,Home Improvement Retail,TH,---,"$36,368,107.85","79,768,884"
,BP3R295,Industrial Bank Co. Ltd.,601166,0.04%,Diversified Banks,CN,---,"$36,263,513.84","15,261,465"
,6336055,Feng TAY Enterprise Co. Ltd.,9910,0.04%,Footwear,TW,---,"$36,148,689.92","5,988,132"
,BZBZVC7,Banco BTG Pactual SA,BPAC11,0.04%,Diversified Capital Markets,BR,---,"$36,082,510.69","2,781,548"
,B3ZVDV0,Sinopharm Group Co. Ltd.,1099,0.04%,Health Care Distributors,CN,---,"$36,070,728.51","17,069,225"
,2380108,Grupo Televisa SAB,TLEVISACPO,0.04%,Cable & Satellite,MX,---,"$35,804,170.00","28,978,181"
,6107176,GF Securities Co. Ltd.,000776,0.04%,Investment Banking & Brokerage,CN,---,"$35,714,861.48","15,329,055"
,6121488,Tata Consumer Products Ltd.,TATACONSUM,0.04%,Packaged Foods & Meats,IN,---,"$35,667,848.75","5,257,286"
,6089694,Walsin Technology Corp.,2492,0.04%,Electronic Components,TW,---,"$35,527,385.96","6,593,521"
,2683777,Petrobras Distribuidora SA,BRDT3,0.04%,Automotive Retail,BR,---,"$35,513,331.78","9,897,733"
,B1JKTQ6,China Communications Construction Co. Ltd.,1800,0.04%,Construction & Engineering,CN,---,"$35,375,095.12","67,270,670"
,B018BZ4,Minor International PCL,MINT-F,0.04%,"Hotels, Resorts & Cruise Lines",TH,---,"$35,363,543.06","55,918,663"
,6181482,Brilliance China Automotive Holdings Ltd.,1114,0.04%,Automobile Manufacturers,CN,---,"$35,353,876.15","37,409,099"
,B1YMYT5,Hiwin Technologies Corp.,2049,0.04%,Industrial Machinery,TW,---,"$35,207,962.35","3,543,147"
,B734XQ4,Zhen Ding Technology Holding Ltd.,4958,0.04%,Electronic Components,TW,---,"$35,118,033.04","8,000,710"
,6557997,MISC Bhd.,MISC,0.04%,Marine,MY,---,"$35,108,913.99","19,403,944"
,6905808,Tsingtao Brewery Co. Ltd.,168,0.04%,Brewers,CN,---,"$34,996,179.56","4,276,736"
,B1Z7FX0,Fosun International Ltd.,656,0.04%,Industrial Conglomerates,CN,---,"$34,899,774.15","29,792,625"
,B5B2VL7,Inter RAO UES PJSC,IRAO,0.04%,Electric Utilities,RU,---,"$34,844,252.82","483,443,670.09"
,BHZSKR4,MultiChoice Group,MCG,0.04%,Cable & Satellite,ZA,---,"$34,566,973.78","5,984,123"
,BZ169C6,China International Capital Corp. Ltd.,3908,0.04%,Investment Banking & Brokerage,CN,---,"$34,547,507.38","14,854,340"
,6497446,Kuala Lumpur Kepong Bhd.,KLK,0.04%,Agricultural Products,MY,---,"$34,353,854.70","6,269,092"
,B736PF3,PTT Global Chemical PCL,PTTGC-F,0.04%,Commodity Chemicals,TH,---,"$34,345,633.43","27,523,479"
,2840970,CCR SA,CCRO3,0.04%,Highways & Railtracks,BR,---,"$34,188,196.55","15,153,709"
,B6RV676,Parade Technologies Ltd.,4966,0.04%,Semiconductors,TW,---,"$34,157,701.43","934,290"
,2196015,Empresas CMPC SA,CMPC,0.04%,Paper Products,CL,---,"$34,138,281.73","16,242,891"
,B8Z00N3,CIFI Holdings Group Co. Ltd.,884,0.04%,Real Estate Development,CN,---,"$34,120,591.87","45,931,897"
,6288190,AU Optronics Corp.,2409,0.04%,Electronic Components,TW,---,"$34,039,495.10","87,398,549"
,BDGN274,PLDT Inc.,TEL,0.04%,Wireless Telecommunication Services,PH,---,"$33,995,930.28","1,237,064"
,2718301,Sociedad Quimica y Minera de Chile SA,SQM-B,0.04%,Fertilizers & Agricultural Chemicals,CL,---,"$33,735,395.80","1,038,607"
,6345783,Eclat Textile Co. Ltd.,1476,0.04%,Textiles,TW,---,"$33,724,718.45","2,697,209"
,2748881,Dr Reddy's Laboratories Ltd.,RDY,0.04%,Pharmaceuticals,IN,ADR,"$33,716,984.08","484,718"
,BK4Z0B1,Mesaieed Petrochemical Holding Co.,MPHC,0.04%,Commodity Chemicals,QA,---,"$33,588,901.10","58,800,356"
,6005850,Acer Inc.,2353,0.04%,"Technology Hardware, Storage & Periphera",TW,---,"$33,414,425.07","38,779,897"
,BF0G7L2,China Biologic Products Holdings Inc.,CBPO,0.04%,Biotechnology,CN,---,"$33,266,980.50","299,325"
,6100357,Shree Cement Ltd.,SHREECEM,0.04%,Construction Materials,IN,---,"$33,211,317.16","120,545"
,6455819,International Container Terminal Services Inc.,ICT,0.04%,Marine Ports & Services,PH,---,"$33,078,728.05","14,499,521"
,6919519,Universal Robina Corp.,URC,0.04%,Packaged Foods & Meats,PH,---,"$33,077,900.16","11,926,711"
