Holdings details

FTSE Emerging Markets ETF (VWO)


Equity,as of 09/30/2020

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SECTOR,COUNTRY,SECURITY DEPOSITORY RECEIPT TYPE,MARKET VALUE*,SHARES
,6112169,Sichuan Meifeng Chemical IND,000731,<0.01%,Fertilizers & Agricultural Chemicals,CN,---,"$463,636.07","639,651"
,6093082,Xining Special Steel Co. Ltd.,600117,<0.01%,Steel,CN,---,"$463,466.69","979,800"
,B1HLWV7,Jiangsu Guotai International Group Co. Ltd.,002091,<0.01%,Trading Companies & Distributors,CN,---,"$463,222.06","550,290"
,B246QS7,Guangdong Orient Zirconic Ind Sci & Tech Co. Ltd.,002167,<0.01%,Commodity Chemicals,CN,---,"$462,379.95","553,600"
,B2497G1,Guangzhou Zhiguang Electric Co. Ltd.,002169,<0.01%,Heavy Electrical Equipment,CN,---,"$462,346.40","372,300"
,BK4XYG8,Jiangsu Lihua Animal Husbandry Stock Co. Ltd.,300761,<0.01%,Packaged Foods & Meats,CN,---,"$461,494.12","89,400"
,BP3RGH1,Mayinglong Pharmaceutical Group Co. Ltd.,600993,<0.01%,Pharmaceuticals,CN,---,"$461,329.06","149,726"
,B673DL5,Hangzhou Advance Gearbox Group Co. Ltd.,601177,<0.01%,Industrial Machinery,CN,---,"$460,059.18","389,709"
,BYNL4T4,Shenzhen Minkave Technology Co. Ltd.,300506,<0.01%,Construction & Engineering,CN,---,"$459,708.70","602,150"
,B3ZVNX2,Zhengzhou Coal Mining Machinery Group Co. Ltd.,601717,<0.01%,Construction Machinery & Heavy Trucks,CN,---,"$459,152.51","332,200"
,B1Q2ZR8,Jilin Zixin Pharmaceutical Industrial Co. Ltd.,002118,<0.01%,Pharmaceuticals,CN,---,"$458,782.00","833,200"
,B02R570,Poly Union Chemical Holding Group Co. Ltd.,002037,<0.01%,Commodity Chemicals,CN,---,"$458,240.06","454,501"
,BD5LZM5,Shenzhen Jieshun Science And Technology Industry Co. Ltd.,002609,<0.01%,Electronic Equipment & Instruments,CN,---,"$457,579.61","249,626"
,B232XT6,Infund Holding Co. Ltd.,002141,<0.01%,Electrical Components & Equipment,CN,---,"$455,866.39","1,027,334"
,BP3RDQ9,China Railway Tielong Container Logistics Co. Ltd.,600125,<0.01%,Railroads,CN,---,"$455,462.00","597,800"
,BD5C885,China Zhenhua Group Science & Technology Co. Ltd.,000733,<0.01%,Communications Equipment,CN,---,"$455,421.46","68,600"
,6531139,Changjiang & Jinggong Steel Building Group Co. Ltd.,600496,<0.01%,Construction & Engineering,CN,---,"$454,793.00","590,400"
,BD5CMB6,CITIC Guoan Information Industry Co. Ltd.,000839,<0.01%,Cable & Satellite,CN,---,"$454,437.76","1,207,220"
,B87XZ02,Shanghai Lonyer Fuels Co. Ltd.,603003,<0.01%,Oil & Gas Refining & Marketing,CN,---,"$454,414.03","381,500"
,6223618,Tianjin Tianbao Infrastructure Co. Ltd.,000965,<0.01%,Real Estate Development,CN,---,"$453,846.66","973,611"
,B608YG9,Shandong Polymer Biochemicals Co. Ltd.,002476,<0.01%,Specialty Chemicals,CN,---,"$453,102.16","587,400"
,6802921,Shanghai New Huang Pu Industrial Group Co. Ltd.,600638,<0.01%,Diversified Real Estate Activites,CN,---,"$452,856.64","474,480"
,BP3RB32,CITIC Heavy Industries Co. Ltd.,601608,<0.01%,Industrial Machinery,CN,---,"$452,522.81","831,227"
,6543242,Fangda Carbon New Material Co. Ltd.,600516,<0.01%,Electrical Components & Equipment,CN,---,"$452,392.62","502,517"
,BP3RHP6,Shaanxi Broadcast & TV Network Intermediary Group Co. Ltd.,600831,<0.01%,Cable & Satellite,CN,---,"$452,093.35","416,916"
,BFF1YT9,Kunshan Kersen Science & Technology Co. Ltd.,603626,<0.01%,Electronic Components,CN,---,"$449,813.02","203,500"
,BP3RH56,Tianjin Benefo Tejing Electric Co. Ltd.,600468,<0.01%,Industrial Machinery,CN,---,"$448,046.83","602,466"
,BD5CCP0,Zhejiang Yongtai Technology Co. Ltd.,002326,<0.01%,Specialty Chemicals,CN,---,"$447,681.10","288,087"
,BD5CPZ1,Zoomlion Heavy Industry Science and Technology Co. Ltd.,000157,<0.01%,Construction Machinery & Heavy Trucks,CN,---,"$447,618.04","374,400"
,6000156,Shenzhen Huakong SEG Co. Ltd.,000068,<0.01%,Electronic Components,CN,---,"$446,996.32","966,000"
,B5KYFD4,Zhuzhou Kibing Group Co. Ltd.,601636,<0.01%,Building Products,CN,---,"$446,307.94","356,400"
,B28M3K2,Shanghai Yanhua Smartech Group Co. Ltd.,002178,<0.01%,Construction & Engineering,CN,---,"$444,986.61","704,400"
,6674517,Henan Zhongyuan Expressway Co. Ltd.,600020,<0.01%,Highways & Railtracks,CN,---,"$444,809.70","876,400"
,6545970,Shinva Medical Instrument Co. Ltd.,600587,<0.01%,Health Care Equipment,CN,---,"$443,466.92","184,248"
,6093059,Sanxiang Impression Co. Ltd.,000863,<0.01%,Real Estate Development,CN,---,"$442,625.43","789,300"
,BYW5MY8,Bank of Jiangsu Co. Ltd.,600919,<0.01%,Regional Banks,CN,---,"$441,901.21","493,700"
,6550930,Maanshan Iron & Steel Co. Ltd.,600808,<0.01%,Steel,CN,---,"$440,247.31","1,120,600"
,BYZD5D9,Beijing Gas Blue Sky Holdings Ltd.,6828,<0.01%,Gas Utilities,CN,---,"$440,080.39","28,022,573"
,6157999,Gree Real Estate Co. Ltd.,600185,<0.01%,Diversified Real Estate Activites,CN,---,"$440,004.56","271,320"
,B68W4B8,Chongqing Water Group Co. Ltd.,601158,<0.01%,Water Utilities,CN,---,"$439,965.20","575,000"
,6424574,BeijingHualian Hypermarket Co. Ltd.,600361,<0.01%,Hypermarkets & Super Centers,CN,---,"$439,537.03","694,945"
,B7VDZ34,Top Resource Conservation & Environment Corp.,300332,<0.01%,Industrial Machinery,CN,---,"$438,961.62","518,300"
,BD5C8D0,Hengdian Group DMEGC Magnetics Co. Ltd.,002056,<0.01%,Electronic Components,CN,---,"$438,148.25","232,500"
,B2QQVG8,Jinduicheng Molybdenum Co. Ltd.,601958,<0.01%,Diversified Metals & Mining,CN,---,"$437,965.77","501,200"
,6306575,Changchun Gas Co. Ltd.,600333,<0.01%,Gas Utilities,CN,---,"$437,368.89","741,500"
,BWWYB99,Shenzhen ESUN Display Co. Ltd.,002751,<0.01%,Advertising,CN,---,"$437,087.12","136,426"
,6088055,China CYTS Tours Holding Co. Ltd.,600138,<0.01%,"Hotels, Resorts & Cruise Lines",CN,---,"$437,003.93","269,300"
,6430098,Kinghand Industrial Investment Co. Ltd.,000615,<0.01%,Real Estate Development,CN,---,"$436,583.97","751,700"
,BZ0D1P5,Hangzhou Jiebai Group Co. Ltd.,600814,<0.01%,Department Stores,CN,---,"$435,130.99","490,657"
,BD25NN7,Tunghsu Azure Renewable Energy Co. Ltd.,000040,<0.01%,Renewable Electricity,CN,---,"$434,708.67","928,500"
,BP3RK80,Aerosun Corp.,600501,<0.01%,Construction Machinery & Heavy Trucks,CN,---,"$434,081.26","276,162"
,6829544,Shanghai New World Co. Ltd.,600628,<0.01%,General Merchandise Stores,CN,---,"$434,017.78","317,000"
,B57ZLD2,Shandong Sunway Petrochemical Engineering Co. Ltd.,002469,<0.01%,Oil & Gas Equipment & Services,CN,---,"$433,809.67","577,700"
,BD57BV4,Phoenix Media Investment Holdings Ltd.,2008,<0.01%,Broadcasting,CN,---,"$433,354.38","10,473,907"
,B57CWG3,Shandong Meichen Ecology & Environment Co. Ltd.,300237,<0.01%,Environmental & Facilities Services,CN,---,"$433,145.57","900,720"
,BG139S0,Red Star Macalline Group Corp. Ltd.,601828,<0.01%,Real Estate Operating Companies,CN,---,"$431,689.66","305,030"
,6817022,Shanghai Dragon Corp.,600630,<0.01%,"Apparel, Accessories & Luxury Goods",CN,---,"$431,009.72","459,900"
,BP3RHL2,Shanghai New World Co. Ltd.,600628,<0.01%,General Merchandise Stores,CN,---,"$430,458.01","314,400"
,BP3RFX0,China Animal Husbandry Industry Co. Ltd.,600195,<0.01%,Pharmaceuticals,CN,---,"$430,442.96","201,768"
,BD5CCX8,Shanghai Kehua Bio-Engineering Co. Ltd.,002022,<0.01%,Biotechnology,CN,---,"$430,163.16","160,900"
,BD5CD02,Ligeance Aerospace Technology Co. Ltd.,000697,<0.01%,Aerospace & Defense,CN,---,"$428,881.44","262,000"
,6561040,Triumph Science & Technology Co. Ltd.,600552,<0.01%,Electronic Components,CN,---,"$428,142.61","465,200"
,BP3RDH0,V V Food & Beverage Co. Ltd.,600300,<0.01%,Packaged Foods & Meats,CN,---,"$427,782.40","772,770"
,6359751,Gansu Jingyuan Coal Industry and Electricity Power Co. Ltd.,000552,<0.01%,Coal & Consumable Fuels,CN,---,"$427,709.66","1,143,986"
,BYW5QV3,Shenzhen Kinwong Electronic Co. Ltd.,603228,<0.01%,Electronic Components,CN,---,"$427,347.52","86,772"
,B3LS1K0,Ledman Optoelectronic Co. Ltd.,300162,<0.01%,Electronic Components,CN,---,"$426,952.84","339,700"
,B5NRRD4,Everyday Network Co. Ltd.,300295,<0.01%,Interactive Media & Services,CN,---,"$426,725.14","206,800"
,B3BPVY5,Drake & Scull International PJSC,DSI,<0.01%,Construction & Engineering,AE,---,"$426,178.57","4,230,859"
,B67S5D6,China Oil HBP Science & Technology Co. Ltd.,002554,<0.01%,Oil & Gas Equipment & Services,CN,---,"$425,789.33","1,184,212"
,6801553,Shanghai Join Buy Co. Ltd.,600838,<0.01%,General Merchandise Stores,CN,---,"$425,728.29","421,900"
,B0LNLV5,Grindrod Ltd.,GND,<0.01%,Marine Ports & Services,ZA,---,"$425,002.25","2,033,477"
,BD5CDL3,Guangdong Baolihua New Energy Stock Co. Ltd.,000690,<0.01%,Independent Power Producers & Energy Traders,CN,---,"$424,878.54","451,000"
,B3BRCH1,New Huadu Supercenter Co. Ltd.,002264,<0.01%,Hypermarkets & Super Centers,CN,---,"$424,812.21","589,800"
,6623694,Tangshan Sanyou Chemical Industries Co. Ltd.,600409,<0.01%,Commodity Chemicals,CN,---,"$424,199.60","435,200"
,B749Z62,Sansheng Intellectual Education Technology Co. Ltd.,300282,<0.01%,Electronic Equipment & Instruments,CN,---,"$423,062.95","453,037"
,6320887,Beijing Capital Development Co. Ltd.,600376,<0.01%,Real Estate Development,CN,---,"$422,746.15","428,652"
,B7Z3WX9,Bros Eastern Co. Ltd.,601339,<0.01%,Textiles,CN,---,"$422,394.77","778,810"
,BVV7589,Chongqing Sansheng Industrial Co. Ltd.,002742,<0.01%,Specialty Chemicals,CN,---,"$422,284.48","386,400"
,B5SKVD6,Shenzhen Selen Science & Technology Co. Ltd.,002341,<0.01%,Office Services & Supplies,CN,---,"$422,060.68","656,700"
,BD5CH00,MYS Group Co. Ltd.,002303,<0.01%,Paper Packaging,CN,---,"$421,936.00","628,125"
,BP3RGC6,Anhui Expressway Co. Ltd.,600012,<0.01%,Highways & Railtracks,CN,---,"$421,491.53","552,983"
,BFY8GY0,Zhejiang Wolwo Bio-Pharmaceutical Co. Ltd.,300357,<0.01%,Pharmaceuticals,CN,---,"$419,805.38","50,700"
,BFCCQY4,Guangzhou Shangpin Home Collection Co. Ltd.,300616,<0.01%,Home Furnishings,CN,---,"$417,709.96","46,662"
,6890711,Tibet Urban Development and Investment Co. Ltd.,600773,<0.01%,Diversified Real Estate Activites,CN,---,"$417,233.59","488,170"
,B6W23H3,Jangho Group Co. Ltd.,601886,<0.01%,Construction & Engineering,CN,---,"$413,746.61","488,200"
,B650K73,Zhejiang Yatai Pharmaceutical Co. Ltd.,002370,<0.01%,Pharmaceuticals,CN,---,"$413,372.48","537,700"
,B3SFZ02,ZYNP Corp.,002448,<0.01%,Auto Parts & Equipment,CN,---,"$413,278.36","522,900"
,BHZ3GM6,Netposa Technologies Ltd.,300367,<0.01%,"Technology Hardware, Storage & Periphera",CN,---,"$412,293.63","899,677"
,BP3RKC4,Hangzhou Sunyard System Engineering Co. Ltd.,600571,<0.01%,Application Software,CN,---,"$409,215.09","334,854"
,BYXF980,Shenzhen Silver Basis Technology Co. Ltd.,002786,<0.01%,Industrial Machinery,CN,---,"$408,433.03","355,546"
,BS7K387,Dongfeng Electronic Technology Co. Ltd.,600081,<0.01%,Auto Parts & Equipment,CN,---,"$408,088.38","248,888"
,6203104,Sinochem International Corp.,600500,<0.01%,Trading Companies & Distributors,CN,---,"$407,502.36","539,110"
,B1JB4Q4,Qingdao Kingking Applied Chemistry Co. Ltd.,002094,<0.01%,Personal Products,CN,---,"$405,354.98","680,270"
,BV86R27,Western Region Gold Co. Ltd.,601069,<0.01%,Gold,CN,---,"$404,988.16","194,400"
,B7JY3R9,Zhejiang Aokang Shoes Co. Ltd.,603001,<0.01%,Footwear,CN,---,"$403,244.25","359,876"
,BD5LX09,Xiamen Kingdomway Group Co.,002626,<0.01%,Pharmaceuticals,CN,---,"$402,732.57","77,600"
,B87J0G1,Sinosun Technology Co. Ltd.,300333,<0.01%,Electronic Equipment & Instruments,CN,---,"$402,343.69","271,600"
,BP3R6H1,Jishi Media Co. Ltd.,601929,<0.01%,Cable & Satellite,CN,---,"$401,080.78","1,259,300"
,6304416,KPC Pharmaceuticals Inc.,600422,<0.01%,Pharmaceuticals,CN,---,"$400,961.44","280,088"
,BW9LDY2,Changzhou Tronly New Electronic Materials Co. Ltd.,300429,<0.01%,Specialty Chemicals,CN,---,"$398,107.90","164,114"
,BF2DZL7,Nanjing King-Friend Biochemical Pharmaceutical Co. Ltd.,603707,<0.01%,Pharmaceuticals,CN,---,"$397,344.80","60,190"
,BYQ71T8,Middle East Healthcare Co.,4009,<0.01%,Health Care Facilities,SA,---,"$396,851.54","40,507"
,BNLPLJ0,Tian Ge Interactive Holdings Ltd.,1980,<0.01%,Interactive Media & Services,CN,---,"$396,166.58","3,933,476"
,BD5CG69,Beijing Zhong Ke San Huan High-Tech Co. Ltd.,000970,<0.01%,Electronic Components,CN,---,"$395,848.45","292,000"
,6562560,Maoming Petro-Chemical Shihua Co. Ltd.,000637,<0.01%,Commodity Chemicals,CN,---,"$395,632.36","642,709"
,BP3RBS7,Guangzhou Baiyun International Airport Co. Ltd.,600004,<0.01%,Airport Services,CN,---,"$394,004.83","196,466"
,BTFRHR4,China Wafer Level CSP Co. Ltd.,603005,<0.01%,Semiconductors,CN,---,"$393,521.68","41,758"
,BYV27R8,Kunshan Kersen Science & Technology Co. Ltd.,603626,<0.01%,Electronic Components,CN,---,"$393,377.51","177,968"
,6114897,Beijing Hualian Department Store Co. Ltd.,000882,<0.01%,Real Estate Operating Companies,CN,---,"$392,237.65","1,344,700"
,BK947P6,Yantai Eddie Precision Machinery Co. Ltd.,603638,<0.01%,Industrial Machinery,CN,---,"$392,219.69","45,400"
,BS7K3H6,Shanghai Jinjiang International Industrial Investment Co. Ltd.,600650,<0.01%,Trucking,CN,---,"$390,235.40","280,900"
,B2N75K6,Dalian Huarui Heavy Industry Group Co. Ltd.,002204,<0.01%,Industrial Machinery,CN,---,"$389,733.36","683,920"
,BD5CJQ0,Venustech Group Inc.,002439,<0.01%,Systems Software,CN,---,"$389,717.21","76,500"
,BD5C852,Advanced Technology & Materials Co. Ltd.,000969,<0.01%,Diversified Metals & Mining,CN,---,"$388,026.05","393,500"
,BXMY583,Sichuan Xun You Network Technology Co. Ltd.,300467,<0.01%,Interactive Home Entertainment,CN,---,"$387,529.59","152,900"
,6861342,Suzhou New District Hi-Tech Industrial Co. Ltd.,600736,<0.01%,Real Estate Development,CN,---,"$387,277.71","534,800"
,B0XTD15,Sadbhav Engineering Ltd.,SADBHAV,<0.01%,Construction & Engineering,IN,---,"$387,149.18","590,743"
,B7HZCT9,Jiangmen Kanhoo Industry Co. Ltd.,300340,<0.01%,Specialty Chemicals,CN,---,"$386,746.47","206,117"
,BD5LQM2,CECEP Solar Energy Co. Ltd.,000591,<0.01%,Renewable Electricity,CN,---,"$386,443.33","565,900"
,BD5M1S6,North Huajin Chemical Industries Co. Ltd.,000059,<0.01%,Commodity Chemicals,CN,---,"$386,210.00","546,600"
,BD5C8H4,Do-Fluoride Chemicals Co. Ltd.,002407,<0.01%,Commodity Chemicals,CN,---,"$385,798.99","201,400"
,6587217,Zhejiang Sunriver Culture Co. Ltd.,600576,<0.01%,Movies & Entertainment,CN,---,"$384,806.78","666,570"
,BDDW0X6,China Harzone Industry Corp. Ltd.,300527,<0.01%,Construction Machinery & Heavy Trucks,CN,---,"$384,451.31","192,543"
,6003519,Jiangsu Chengxing Phosph-Chemicals Co. Ltd.,600078,<0.01%,Fertilizers & Agricultural Chemicals,CN,---,"$384,435.20","603,433"
,B0SY092,Xiamen International Port Co. Ltd.,3378,<0.01%,Marine Ports & Services,CN,---,"$383,814.29","4,336,518"
,6571232,Zhuzhou Times New Material Technology Co. Ltd.,600458,<0.01%,Commodity Chemicals,CN,---,"$383,701.08","394,800"
,BK94831,Qianhe Condiment and Food Co. Ltd.,603027,<0.01%,Packaged Foods & Meats,CN,---,"$381,764.74","69,100"
,BD5LSW6,Shandong Yisheng Livestock & Poultry Breeding Co. Ltd.,002458,<0.01%,Packaged Foods & Meats,CN,---,"$379,766.90","210,700"
,6106979,Bingshan Refrigeration & Heat Transfer Technologies Co. Ltd.,200530,<0.01%,Industrial Machinery,CN,---,"$379,020.55","1,741,375"
,BP3RJ61,Henan Rebecca Hair Products Co. Ltd.,600439,<0.01%,Personal Products,CN,---,"$378,154.56","851,887"
,BYYFJ67,Kunwu Jiuding Investment Holdings Co. Ltd.,600053,<0.01%,Asset Management & Custody Banks,CN,---,"$378,022.23","106,168"
,6981251,Hubei Broadcasting & Television Information Network Co. Ltd.,000665,<0.01%,Broadcasting,CN,---,"$377,965.09","521,920"
,B5VGGP8,Shanghai Zhezhong Group Co. Ltd.,002346,<0.01%,Electrical Components & Equipment,CN,---,"$377,252.82","251,700"
,BX3G6M9,Xinjiang Xuefeng Sci-Tech Group Co. Ltd.,603227,<0.01%,Commodity Chemicals,CN,---,"$376,965.60","649,200"
,B018LV0,Jinxi Axle Co. Ltd.,600495,<0.01%,Construction Machinery & Heavy Trucks,CN,---,"$376,573.75","640,800"
,BZ0D274,Changzheng Engineering Co. Ltd.,603698,<0.01%,Oil & Gas Equipment & Services,CN,---,"$375,362.34","223,016"
,B0762D7,Sinoma International Engineering Co.,600970,<0.01%,Construction & Engineering,CN,---,"$375,283.34","361,650"
,BD5CMD8,Tongling Nonferrous Metals Group Co. Ltd.,000630,<0.01%,Copper,CN,---,"$374,185.06","1,138,900"
,BL1H1H0,FinVolution Group,FINV,<0.01%,Consumer Finance,CN,ADR,"$373,521.84","203,001"
,BD5M261,Skyworth Digital Co. Ltd.,000810,<0.01%,Communications Equipment,CN,---,"$372,808.66","262,900"
,BD5LZN6,Shenzhen Ysstech Info-tech Co. Ltd.,300377,<0.01%,Application Software,CN,---,"$372,375.50","235,000"
,6802824,Shanghai Baosight Software Co. Ltd.,600845,<0.01%,Application Software,CN,---,"$372,369.70","34,900"
,BTFRHC9,EGing Photovoltaic Technology Co. Ltd.,600537,<0.01%,Semiconductors,CN,---,"$371,210.89","579,174"
,BD5CLP3,Suning Universal Co. Ltd.,000718,<0.01%,Diversified Real Estate Activites,CN,---,"$368,648.95","796,549"
,BKDQ800,Avary Holding Shenzhen Co. Ltd.,002938,<0.01%,Electronic Components,CN,---,"$368,566.59","43,500"
,6355801,Guangdong Rongtai Industry Co. Ltd.,600589,<0.01%,Commodity Chemicals,CN,---,"$368,500.31","649,300"
,BFY8HH0,Sichuan Shuangma Cement Co. Ltd.,000935,<0.01%,Construction Materials,CN,---,"$368,473.35","182,100"
,6409883,Harbin Pharmaceutical Group Co. Ltd.,600664,<0.01%,Pharmaceuticals,CN,---,"$367,928.10","739,354"
,B2497J4,Shenzhen Batian Ecotypic Engineering Co. Ltd.,002170,<0.01%,Fertilizers & Agricultural Chemicals,CN,---,"$367,867.06","651,251"
,6616456,Sino-Platinum Metals Co. Ltd.,600459,<0.01%,Precious Metals & Minerals,CN,---,"$367,847.42","114,075"
,BD5CHQ6,Beijing Philisense Technology Co. Ltd.,300287,<0.01%,IT Consulting & Other Services,CN,---,"$367,795.34","492,033"
,6538334,Chongqing Dima Industry Co. Ltd.,600565,<0.01%,Real Estate Development,CN,---,"$367,272.50","868,700"
,B66NW86,Zhejiang Ming Jewelry Co. Ltd.,002574,<0.01%,"Apparel, Accessories & Luxury Goods",CN,---,"$366,882.05","531,500"
,B4VVN88,Bode Energy Equipment Co. Ltd.,300023,<0.01%,Electrical Components & Equipment,CN,---,"$366,553.06","260,758"
,6799841,Shanghai Huayi Group Co. Ltd.,600623,<0.01%,Commodity Chemicals,CN,---,"$365,144.95","449,976"
,BD5CQ14,Shandong Chenming Paper Holdings Ltd.,000488,<0.01%,Paper Products,CN,---,"$363,141.68","474,741"
,BZ0HN06,Jiangsu Wanlin Modern Logistics Co. Ltd.,603117,<0.01%,Air Freight & Logistics,CN,---,"$362,164.69","668,980"
,B02FTW7,Zhejiang Hangmin Co. Ltd.,600987,<0.01%,Textiles,CN,---,"$361,925.21","461,245"
,BFB4M98,Xinfengming Group Co. Ltd.,603225,<0.01%,Commodity Chemicals,CN,---,"$361,101.44","243,655"
,BYYFJC3,Sichuan Languang Development Co. Ltd.,600466,<0.01%,Real Estate Development,CN,---,"$359,763.79","484,272"
,B56FNH1,Guangdong Anjubao Digital Technology Co. Ltd.,300155,<0.01%,Consumer Electronics,CN,---,"$358,686.87","298,900"
,6355016,Tianjin Benefo Tejing Electric Co. Ltd.,600468,<0.01%,Industrial Machinery,CN,---,"$357,937.11","481,300"
,6269623,Zhejiang Yankon Group Co. Ltd.,600261,<0.01%,Electrical Components & Equipment,CN,---,"$357,685.81","625,675"
,6113861,MCC Meili Cloud Computing Industry Investment Co. Ltd.,000815,<0.01%,Paper Products,CN,---,"$357,486.66","399,728"
,BP3R8P3,Luxin Venture Capital Group Co. Ltd.,600783,<0.01%,Specialty Chemicals,CN,---,"$357,366.88","165,708"
,6546650,Keda Industrial Group Co. Ltd.,600499,<0.01%,Industrial Machinery,CN,---,"$355,951.15","591,200"
,6283139,China National Complete Plant Import & Export Corp. Ltd.,000151,<0.01%,Trading Companies & Distributors,CN,---,"$355,255.67","271,475"
,BD5CL08,Sichuan Kelun Pharmaceutical Co. Ltd.,002422,<0.01%,Pharmaceuticals,CN,---,"$354,853.31","108,400"
,BF00PL0,Qinhuangdao Port Co. Ltd.,601326,<0.01%,Marine Ports & Services,CN,---,"$353,968.88","931,800"
,6403283,China Tungsten And Hightech Materials Co. Ltd.,000657,<0.01%,Diversified Metals & Mining,CN,---,"$352,165.82","363,860"
,BP3RJ72,AECC Aero Science and Technology Co. Ltd.,600391,<0.01%,Aerospace & Defense,CN,---,"$352,138.80","103,600"
,6338802,Guangxi Guidong Electric Power Co. Ltd.,600310,<0.01%,Electric Utilities,CN,---,"$351,905.95","616,200"
,6188502,Maoye Commercial Co. Ltd.,600828,<0.01%,Department Stores,CN,---,"$351,732.09","591,102"
,6132510,Henan Huanghe Whirlwind Co. Ltd.,600172,<0.01%,Industrial Machinery,CN,---,"$351,558.65","764,600"
,BP3R6N7,Zhejiang Daily Digital Culture Group Co. Ltd.,600633,<0.01%,Interactive Home Entertainment,CN,---,"$351,259.78","241,888"
,BD5CGQ9,Macrolink Culturaltainment Development Co. Ltd.,000620,<0.01%,Real Estate Development,CN,---,"$350,666.11","718,242"
,BTFRHP2,Bros Eastern Co. Ltd.,601339,<0.01%,Textiles,CN,---,"$349,539.11","644,479"
,BFFJRK5,JC Finance & Tax Interconnect Holdings Ltd.,002530,<0.01%,Industrial Machinery,CN,---,"$348,934.72","250,100"
,BP3R972,Datong Coal Industry Co. Ltd.,601001,<0.01%,Coal & Consumable Fuels,CN,---,"$348,905.27","497,400"
,6113430,Citychamp Dartong Co. Ltd.,600067,<0.01%,Real Estate Development,CN,---,"$348,712.19","668,700"
,B6R0L78,Beijing Jingyuntong Technology Co. Ltd.,601908,<0.01%,Semiconductors,CN,---,"$347,418.53","450,160"
,6662909,Xiamen ITG Group Corp. Ltd.,600755,<0.01%,Trading Companies & Distributors,CN,---,"$346,173.03","348,100"
