age,male,female,age2,year
79세,6471,12315,79,1960
78세,7281,11200,78,1960
77세,9132,14453,77,1960
76세,10586,13331,76,1960
75세,11865,14565,75,1960
74세,14077,19490,74,1960
73세,15138,25357,73,1960
72세,14872,27427,72,1960
71세,16155,27133,71,1960
70세,20465,30280,70,1960
69세,25934,41202,69,1960
68세,23523,33785,68,1960
67세,23596,32733,67,1960
66세,33831,47726,66,1960
65세,34777,48568,65,1960
64세,36764,51566,64,1960
63세,42449,58487,63,1960
62세,45770,61307,62,1960
61세,45340,59922,61,1960
60세,60108,56752,60,1960
59세,58591,72415,59,1960
58세,57099,68803,58,1960
57세,51890,61285,57,1960
56세,54996,63178,56,1960
55세,66816,73901,55,1960
54세,72938,79774,54,1960
53세,72940,80709,53,1960
52세,80904,86829,52,1960
51세,90268,94477,51,1960
50세,91584,94833,50,1960
49세,93072,94163,49,1960
48세,96144,98190,48,1960
47세,96349,98276,47,1960
46세,94262,100484,46,1960
45세,105371,103619,45,1960
44세,112236,110382,44,1960
43세,112263,111839,43,1960
42세,109300,106790,42,1960
41세,112373,106764,41,1960
40세,124353,118734,40,1960
39세,133279,129087,39,1960
38세,137731,135916,38,1960
37세,138946,140034,37,1960
36세,132697,136515,36,1960
35세,140033,145887,35,1960
34세,133033,147705,34,1960
33세,145378,153379,33,1960
32세,144411,163243,32,1960
31세,155521,175508,31,1960
30세,160033,178117,30,1960
29세,164544,179970,29,1960
28세,178356,187961,28,1960
27세,192671,191208,27,1960
26세,206212,201735,26,1960
25세,218760,211663,25,1960
24세,226809,220152,24,1960
23세,231542,230426,23,1960
22세,240096,234120,22,1960
21세,237919,230292,21,1960
20세,234997,236352,20,1960
19세,249286,248646,19,1960
18세,252097,251823,18,1960
17세,245495,232566,17,1960
16세,255462,220386,16,1960
15세,246518,216165,15,1960
14세,245513,227883,14,1960
13세,272382,260256,13,1960
12세,285001,274731,12,1960
11세,278177,263477,11,1960
10세,277830,260988,10,1960
9세,293602,275914,9,1960
8세,322803,300532,8,1960
7세,332413,309752,7,1960
6세,368861,344314,6,1960
5세,415764,386578,5,1960
4세,428589,397865,4,1960
3세,445747,413309,3,1960
2세,478224,441793,2,1960
1세,508998,470269,1,1960
0세,521986,484032,0,1960
79세,6715,10659,79,1961
78세,7912,13319,78,1961
77세,9466,12736,77,1961
76세,10633,14205,76,1961
75세,12385,18455,75,1961
74세,13581,23003,74,1961
73세,13858,25695,73,1961
72세,14985,25665,72,1961
71세,18665,28654,71,1961
70세,23825,36507,70,1961
69세,22414,32987,69,1961
68세,21547,30421,68,1961
67세,31199,44677,67,1961
66세,32326,45751,66,1961
65세,34401,48841,65,1961
64세,39950,55660,64,1961
63세,43279,58597,63,1961
62세,43033,57504,62,1961
61세,57228,54664,61,1961
60세,55944,69983,60,1961
59세,54657,66695,59,1961
58세,49793,59574,58,1961
57세,52925,61569,57,1961
56세,64506,72179,56,1961
55세,70640,78066,55,1961
54세,70849,79122,54,1961
53세,78801,85262,53,1961
52세,88127,92910,52,1961
51세,89576,93382,51,1961
50세,91167,92833,50,1961
49세,94314,96907,49,1961
48세,94641,97087,48,1961
47세,92707,99354,47,1961
46세,103753,102534,46,1961
45세,110634,109303,45,1961
44세,110772,110812,44,1961
43세,107946,105871,43,1961
42세,111074,105910,42,1961
41세,123010,117857,41,1961
40세,131932,128209,40,1961
39세,136429,135075,39,1961
38세,137714,139214,38,1961
37세,131590,135692,37,1961
36세,138932,144931,36,1961
35세,132047,146661,35,1961
34세,144360,152204,34,1961
33세,143453,161945,33,1961
32세,154541,174217,32,1961
31세,159074,177055,31,1961
30세,163607,179175,30,1961
29세,177386,187417,29,1961
28세,191667,190910,28,1961
27세,205182,201524,27,1961
26세,217706,211362,26,1961
25세,225754,219683,25,1961
24세,230502,229786,24,1961
23세,239048,233311,23,1961
22세,236903,229409,22,1961
21세,234011,235460,21,1961
20세,248260,247779,20,1961
19세,251078,250997,19,1961
18세,244520,231851,18,1961
17세,254470,219746,17,1961
16세,245589,215561,16,1961
15세,244621,227262,15,1961
14세,271426,259570,14,1961
13세,284046,274040,13,1961
12세,277303,262854,12,1961
11세,277025,260413,11,1961
10세,292813,275343,10,1961
9세,321987,299939,9,1961
8세,331644,309183,8,1961
7세,368102,343744,7,1961
6세,415003,386000,6,1961
5세,427844,397296,5,1961
4세,444978,412725,4,1961
3세,477374,441154,3,1961
2세,507976,469508,2,1961
1세,520688,483081,1,1961
0세,501863,470097,0,1961
79세,7136,12274,79,1962
78세,8811,12167,78,1962
77세,9920,13854,77,1962
76세,11342,17475,76,1962
75세,12684,20868,75,1962
74세,13443,24073,74,1962
73세,14471,24277,73,1962
72세,17721,27115,72,1962
71세,21037,32347,71,1962
70세,19748,32779,70,1962
69세,19676,28273,69,1962
68세,28770,41824,68,1962
67세,30049,43097,67,1962
66세,32191,46259,66,1962
65세,37598,52970,65,1962
64세,40923,56007,64,1962
63세,40844,55183,63,1962
62세,54488,52652,62,1962
61세,53417,67633,61,1962
60세,52320,64651,60,1962
59세,47781,57911,59,1962
58세,50931,60002,58,1962
57세,62277,70496,57,1962
56세,68415,76394,56,1962
55세,68817,77567,55,1962
54세,76752,83724,54,1962
53세,86037,91369,53,1962
52세,87611,91953,52,1962
51세,89301,91521,51,1962
50세,92517,95642,50,1962
49세,92963,95913,49,1962
48세,91177,98237,48,1962
47세,102161,101460,47,1962
46세,109055,108235,46,1962
45세,109300,109794,45,1962
44세,106609,104959,44,1962
43세,109790,105063,43,1962
42세,121680,116987,42,1962
41세,130599,127337,41,1962
40세,135138,134240,40,1962
39세,136492,138399,39,1962
38세,130492,134874,38,1962
37세,137841,143981,37,1962
36세,131069,145624,36,1962
35세,143349,151038,35,1962
34세,142501,160657,34,1962
33세,153567,172936,33,1962
32세,158121,176000,32,1962
31세,162674,178385,31,1962
30세,176422,186875,30,1962
29세,190670,190611,29,1962
28세,204155,201314,28,1962
27세,216657,211061,27,1962
26세,224706,219214,26,1962
25세,229467,229148,25,1962
24세,238005,232506,24,1962
23세,235892,228529,23,1962
22세,233029,234571,22,1962
21세,247239,246915,21,1962
20세,250064,250174,20,1962
19세,243549,231137,19,1962
18세,253481,219109,18,1962
17세,244663,214960,17,1962
16세,243732,226643,16,1962
15세,270474,258886,15,1962
14세,283095,273350,14,1962
13세,276433,262231,13,1962
12세,276224,259839,12,1962
11세,292025,274774,11,1962
10세,321172,299348,10,1962
9세,330876,308616,9,1962
8세,367345,343174,8,1962
7세,414245,385422,7,1962
6세,427098,396729,6,1962
5세,444211,412141,5,1962
4세,476527,440515,4,1962
3세,506955,468749,3,1962
2세,519393,482132,2,1962
1세,500798,469308,1,1962
0세,497120,462778,0,1962
79세,8038,11482,79,1963
78세,9071,13527,78,1963
77세,10181,16493,77,1963
76세,11610,19065,76,1963
75세,12782,22538,75,1963
74세,13695,22960,74,1963
73세,16491,25655,73,1963
72세,18947,28706,72,1963
71세,18094,31950,71,1963
70세,18356,28237,70,1963
69세,26530,39153,69,1963
68세,27931,40598,68,1963
67세,30122,43814,67,1963
66세,35384,50410,66,1963
65세,38695,53532,65,1963
64세,38767,52956,64,1963
63세,51878,50714,63,1963
62세,51005,65361,62,1963
61세,50084,62669,61,1963
60세,45850,56295,60,1963
59세,49011,58475,59,1963
58세,60125,68853,58,1963
57세,66260,74758,57,1963
56세,66844,76042,56,1963
55세,74757,82214,55,1963
54세,83996,89854,54,1963
53세,85689,90547,53,1963
52세,87473,90228,52,1963
51세,90755,94393,51,1963
50세,91315,94752,50,1963
49세,89673,97132,49,1963
48세,100593,100397,48,1963
47세,107498,107177,47,1963
46세,107848,108786,46,1963
45세,105288,104056,45,1963
44세,108521,104223,44,1963
43세,120366,116123,43,1963
42세,129280,126470,42,1963
41세,133861,133409,41,1963
40세,135281,137589,40,1963
39세,129405,134060,39,1963
38세,136757,143038,38,1963
37세,130098,144595,37,1963
36세,142346,149880,36,1963
35세,141555,159380,35,1963
34세,152599,171665,34,1963
33세,157174,174951,33,1963
32세,161747,177597,32,1963
31세,175463,186334,31,1963
30세,189676,190314,30,1963
29세,203134,201104,29,1963
28세,215612,210761,28,1963
27세,223661,218747,27,1963
26세,228437,228511,26,1963
25세,236966,231703,25,1963
24세,234884,227653,24,1963
23세,232051,233686,23,1963
22세,246221,246054,22,1963
21세,249053,249354,21,1963
20세,242582,230426,20,1963
19세,252496,218473,19,1963
18세,243742,214360,18,1963
17세,242847,226025,17,1963
16세,269525,258203,16,1963
15세,282146,272663,15,1963
14세,275563,261611,14,1963
13세,275424,259266,13,1963
12세,291241,274205,12,1963
11세,320360,298758,11,1963
10세,330110,308050,10,1963
9세,366590,342605,9,1963
8세,413488,384845,8,1963
7세,426354,396163,7,1963
6세,443445,411558,6,1963
5세,475681,439877,5,1963
4세,505936,467991,4,1963
3세,518102,481184,3,1963
2세,499736,468521,2,1963
1세,495808,461810,1,1963
0세,497157,458935,0,1963
79세,8294,13485,79,1964
78세,9139,15734,78,1964
77세,10628,17678,77,1964
76세,12152,21349,76,1964
75세,12962,21976,75,1964
74세,15345,24565,74,1964
73세,17065,26561,73,1964
72세,16578,31445,72,1964
71세,16882,28202,71,1964
70세,25754,33219,70,1964
69세,25963,38243,69,1964
68세,28187,41498,68,1964
67세,33301,47974,67,1964
66세,36589,51166,66,1964
65세,36794,50819,65,1964
64세,49393,48848,64,1964
63세,48701,63166,63,1964
62세,47942,60749,62,1964
61세,43997,54723,61,1964
60세,47165,56986,60,1964
59세,58047,67248,59,1964
58세,64172,73158,58,1964
57세,64926,74548,57,1964
56세,72813,80731,56,1964
55세,82004,88364,55,1964
54세,83810,89162,54,1964
53세,85682,88954,53,1964
52세,89026,93160,52,1964
51세,89696,93606,51,1964
50세,88193,96040,50,1964
49세,99049,99345,49,1964
48세,105965,106129,48,1964
47세,106415,107787,47,1964
46세,103984,103160,46,1964
45세,107266,103390,45,1964
44세,119065,115265,44,1964
43세,127973,125610,43,1964
42세,132595,132584,42,1964
41세,134081,136784,41,1964
40세,128325,133252,40,1964
39세,135683,142100,39,1964
38세,129134,143573,38,1964
37세,141349,148732,37,1964
36세,140617,158112,36,1964
35세,151639,170402,35,1964
34세,156233,173908,34,1964
33세,160825,176813,33,1964
32세,174508,185795,32,1964
31세,188689,190016,31,1964
30세,202118,200895,30,1964
29세,214572,210462,29,1964
28세,222622,218280,28,1964
27세,227412,227876,27,1964
26세,235933,230902,26,1964
25세,233881,226780,25,1964
24세,231076,232805,24,1964
23세,245207,245197,23,1964
22세,248047,248536,22,1964
21세,241619,229717,21,1964
20세,251516,217839,20,1964
19세,242823,213762,19,1964
18세,241965,225409,18,1964
17세,268579,257523,17,1964
16세,281201,271977,16,1964
15세,274698,260991,15,1964
14세,274627,258695,14,1964
13세,290458,273638,13,1964
12세,319550,298169,12,1964
11세,329345,307485,11,1964
10세,365837,342037,10,1964
9세,412731,384269,9,1964
8세,425612,395597,8,1964
7세,442680,410976,7,1964
6세,474838,439239,6,1964
5세,504920,467233,5,1964
4세,516813,480239,4,1964
3세,498677,467734,3,1964
2세,494501,460843,2,1964
1세,495641,457821,1,1964
0세,481612,443821,0,1964
79세,8394,14802,79,1965
78세,9597,16848,78,1965
77세,11106,20148,77,1965
76세,12180,21003,76,1965
75세,14385,23487,75,1965
74세,15706,24577,74,1965
73세,15613,30947,73,1965
72세,15873,27760,72,1965
71세,24508,28185,71,1965
70세,24650,37473,70,1965
69세,26375,39305,69,1965
68세,31341,45655,68,1965
67세,34597,48905,67,1965
66세,34923,48768,66,1965
65세,47028,47050,65,1965
64세,46502,61044,64,1965
63세,45893,58887,63,1965
62세,42219,53196,62,1965
61세,45388,55536,61,1965
60세,56041,65681,60,1965
59세,62151,71591,59,1965
58세,63065,73082,58,1965
57세,70920,79275,57,1965
56세,80059,86898,56,1965
55세,81972,87798,55,1965
54세,83929,87697,54,1965
53세,87330,91944,53,1965
52세,88107,92473,52,1965
51세,86738,94960,51,1965
50세,97529,98305,50,1965
49세,104453,105091,49,1965
48세,105002,106797,48,1965
47세,102696,102272,47,1965
46세,106026,102563,46,1965
45세,117779,114414,45,1965
44세,126681,124755,44,1965
43세,131341,131764,43,1965
42세,132892,135983,42,1965
41세,127254,132449,41,1965
40세,134617,141169,40,1965
39세,128176,142559,39,1965
38세,140359,147593,38,1965
37세,139684,156855,37,1965
36세,150683,169149,36,1965
35세,155298,172871,35,1965
34세,159908,176033,34,1965
33세,173560,185257,33,1965
32세,187707,189719,32,1965
31세,201107,200685,31,1965
30세,213537,210163,30,1965
29세,221586,217815,29,1965
28세,226392,227242,28,1965
27세,234903,230105,27,1965
26세,232883,225910,26,1965
25세,230107,231926,25,1965
24세,244198,244342,24,1965
23세,247045,247721,23,1965
22세,240659,229010,22,1965
21세,250538,217207,21,1965
20세,241908,213165,20,1965
19세,241085,224795,19,1965
18세,267637,256844,18,1965
17세,280258,271293,17,1965
16세,273836,260373,16,1965
15세,273832,258125,15,1965
14세,289677,273072,14,1965
13세,318742,297581,13,1965
12세,328583,306921,12,1965
11세,365085,341470,11,1965
10세,411977,383694,10,1965
9세,424871,395032,9,1965
8세,441918,410394,8,1965
7세,473995,438603,7,1965
6세,503905,466478,6,1965
5세,515528,479295,5,1965
4세,497619,466950,4,1965
3세,493196,459879,3,1965
2세,494131,456709,2,1965
1세,479757,442460,1,1965
0세,477015,443203,0,1965
79세,8354,13812,79,1966
78세,10016,19025,78,1966
77세,11350,20155,77,1966
76세,13410,22548,76,1966
75세,14785,23809,75,1966
74세,14866,29519,74,1966
73세,15272,26959,73,1966
72세,22938,27630,72,1966
71세,22061,35996,71,1966
70세,26083,38876,70,1966
69세,29495,43449,69,1966
68세,32714,46743,68,1966
67세,33146,46800,67,1966
66세,44775,45319,66,1966
65세,44401,58994,65,1966
64세,43931,57082,64,1966
63세,40513,51711,63,1966
62세,43678,54122,62,1966
61세,54104,64150,61,1966
60세,60193,70058,60,1966
59세,61256,71646,59,1966
58세,69076,77845,58,1966
57세,78160,85457,57,1966
56세,80174,86455,56,1966
55세,82211,86458,55,1966
54세,85667,90743,54,1966
53세,86545,91354,53,1966
52세,85307,93892,52,1966
51세,96032,97275,51,1966
50세,102962,104064,50,1966
49세,103607,105816,49,1966
48세,101424,101391,48,1966
47세,104800,101743,47,1966
46세,116506,113569,46,1966
45세,125401,123906,45,1966
44세,130099,130949,44,1966
43세,131713,135187,43,1966
42세,126193,131650,42,1966
41세,133559,140244,41,1966
40세,127227,141551,40,1966
39세,139377,146462,39,1966
38세,138757,155608,38,1966
37세,149734,167905,37,1966
36세,154367,171841,36,1966
35세,158997,175256,35,1966
34세,172616,184721,34,1966
33세,186729,189423,33,1966
32세,200101,200476,32,1966
31세,212508,209864,31,1966
30세,220557,217350,30,1966
29세,225375,226611,29,1966
28세,233878,229310,28,1966
27세,231888,225044,27,1966
26세,229141,231051,26,1966
25세,243193,243490,25,1966
24세,246047,246908,24,1966
23세,239704,228305,23,1966
22세,249565,216577,22,1966
21세,240997,212570,21,1966
20세,240210,224182,20,1966
19세,266698,256167,19,1966
18세,279319,270611,18,1966
17세,272975,259757,17,1966
16세,273039,257556,16,1966
15세,288898,272507,15,1966
14세,317936,296994,14,1966
13세,327822,306358,13,1966
12세,364334,340904,12,1966
11세,411223,383120,11,1966
10세,424131,394468,10,1966
9세,441155,409814,9,1966
8세,473153,437968,8,1966
7세,502893,465723,7,1966
6세,514246,478353,6,1966
5세,496564,466166,5,1966
4세,491896,458916,4,1966
3세,490125,453100,3,1966
2세,470410,433602,2,1966
1세,471623,438575,1,1966
0세,495290,459197,0,1966
79세,8349,15305,79,1967
78세,10060,16596,78,1967
77세,11650,18573,77,1967
76세,12987,19792,76,1967
75세,13126,24160,75,1967
74세,13705,22465,74,1967
73세,19842,23241,73,1967
72세,19290,29715,72,1967
71세,24314,34811,71,1967
70세,29472,40233,70,1967
69세,30903,45621,69,1967
68세,30609,44671,68,1967
67세,44535,45182,67,1967
66세,41086,56101,66,1967
65세,41127,54642,65,1967
64세,38507,50493,64,1967
63세,40984,52289,63,1967
62세,51846,62964,62,1967
61세,58977,70053,61,1967
60세,57726,68917,60,1967
59세,66199,75763,59,1967
58세,75650,84000,58,1967
57세,77179,84333,57,1967
56세,80513,86157,56,1967
55세,83347,89529,55,1967
54세,85252,91063,54,1967
53세,85116,93259,53,1967
52세,93083,95516,52,1967
51세,101076,103329,51,1967
50세,102234,105138,50,1967
49세,99342,99781,49,1967
48세,104294,101502,48,1967
47세,115939,113360,47,1967
46세,122709,122327,46,1967
45세,129787,130811,45,1967
44세,130927,134197,44,1967
43세,125399,130916,43,1967
42세,132259,140061,42,1967
41세,126289,140535,41,1967
40세,138394,146195,40,1967
39세,138316,154965,39,1967
38세,149360,167423,38,1967
37세,153659,171216,37,1967
36세,158204,174701,36,1967
35세,172387,184517,35,1967
34세,186257,189148,34,1967
33세,199543,199181,33,1967
32세,211918,208869,32,1967
31세,219341,216032,31,1967
30세,225006,225061,30,1967
29세,233495,228444,29,1967
28세,231508,224192,28,1967
27세,228765,230186,27,1967
26세,242508,242275,26,1967
25세,245877,245352,25,1967
24세,239036,227532,24,1967
23세,248743,215964,23,1967
22세,240227,211941,22,1967
21세,239445,223517,21,1967
20세,265769,255486,20,1967
19세,278544,269929,19,1967
18세,272182,259367,18,1967
17세,271936,256432,17,1967
16세,288560,272332,16,1967
15세,316987,296415,15,1967
14세,326624,305263,14,1967
13세,362596,339258,13,1967
12세,409918,381903,12,1967
11세,423588,394026,11,1967
10세,440944,409764,10,1967
9세,472855,437871,9,1967
8세,502808,465499,8,1967
7세,513974,477922,7,1967
6세,496286,465760,6,1967
5세,491891,458746,5,1967
4세,489792,452746,4,1967
3세,470330,433441,3,1967
2세,467327,434254,2,1967
1세,485798,450617,1,1967
0세,489608,448084,0,1967
79세,8543,14918,79,1968
78세,10029,16702,78,1968
77세,11132,17960,77,1968
76세,11591,21587,76,1968
75세,12223,20436,75,1968
74세,15987,21340,74,1968
73세,17620,26778,73,1968
72세,21687,32008,72,1968
71세,28306,34957,71,1968
70세,30781,38656,70,1968
69세,28266,42639,69,1968
68세,44297,45046,68,1968
67세,38017,53351,67,1968
66세,38503,52306,66,1968
65세,36600,49304,65,1968
64세,38456,50519,64,1968
63세,49681,61801,63,1968
62세,57785,70049,62,1968
61세,54398,66293,61,1968
60세,63442,73738,60,1968
59세,73221,82568,59,1968
58세,74296,82263,58,1968
57세,78850,85858,57,1968
56세,81089,88332,56,1968
55세,83977,90774,55,1968
54세,84925,92631,54,1968
53세,90224,93790,53,1968
52세,99224,102600,52,1968
51세,100879,104466,51,1968
50세,97303,98197,50,1968
49세,103791,101261,49,1968
48세,115375,113151,48,1968
47세,120075,120769,47,1968
46세,129476,130674,46,1968
45세,130147,133214,45,1968
44세,124610,130186,44,1968
43세,130972,139879,43,1968
42세,125358,139527,42,1968
41세,137418,145929,41,1968
40세,137878,154324,40,1968
39세,148988,166943,39,1968
38세,152953,170594,38,1968
37세,157415,174148,37,1968
36세,172157,184315,36,1968
35세,185787,188874,35,1968
34세,198988,197894,34,1968
33세,211330,207879,33,1968
32세,218131,214723,32,1968
31세,224637,223523,31,1968
30세,233113,227582,30,1968
29세,231129,223344,29,1968
28세,228391,229324,28,1968
27세,241825,241067,27,1968
26세,245708,243806,26,1968
25세,238370,226762,25,1968
24세,247923,215354,24,1968
23세,239459,211315,23,1968
22세,238682,222854,22,1968
21세,264843,254807,21,1968
20세,277770,269250,20,1968
19세,271391,258978,19,1968
18세,270837,255314,18,1968
17세,288223,272158,17,1968
16세,316041,295837,16,1968
15세,325431,304172,15,1968
14세,360868,337619,14,1968
13세,408616,380691,13,1968
12세,423046,393585,12,1968
11세,440732,409715,11,1968
10세,472557,437775,10,1968
9세,502722,465276,9,1968
8세,513701,477492,8,1968
7세,496008,465355,7,1968
6세,491886,458576,6,1968
5세,489459,452393,5,1968
4세,470250,433281,4,1968
3세,463071,429976,3,1968
2세,476489,442198,2,1968
1세,462298,428028,1,1968
0세,506551,469169,0,1968
79세,8549,15505,79,1969
78세,9709,16488,78,1969
77세,10621,19513,77,1969
76세,11325,18807,76,1969
75세,14674,19825,75,1969
74세,16305,24413,74,1969
73세,20465,29774,73,1969
72세,23267,32633,72,1969
71세,28900,35972,71,1969
70세,28636,38535,70,1969
69세,44060,44911,69,1969
68세,35178,50735,68,1969
67세,36045,50071,67,1969
66세,34787,48143,66,1969
65세,36083,48809,65,1969
64세,47607,60659,64,1969
63세,56618,70045,63,1969
62세,51262,63769,62,1969
61세,60800,71766,61,1969
60세,70870,81161,60,1969
59세,71521,80244,59,1969
58세,77221,85560,58,1969
57세,78893,87151,57,1969
56세,82722,90486,56,1969
55세,84735,92007,55,1969
54세,87454,92095,54,1969
53세,97407,101876,53,1969
52세,99543,103797,52,1969
51세,95305,96639,51,1969
50세,103289,101022,50,1969
49세,114813,112943,49,1969
48세,117497,119231,48,1969
47세,129165,130537,47,1969
46세,129371,132238,46,1969
45세,123827,129460,45,1969
44세,129697,139698,44,1969
43세,124433,138526,43,1969
42세,136448,145664,42,1969
41세,137439,153687,41,1969
40세,148615,166465,40,1969
39세,152252,169974,39,1969
38세,156630,173597,38,1969
37세,171929,184112,37,1969
36세,185317,188600,36,1969
35세,198433,196616,35,1969
34세,210743,206894,34,1969
33세,216928,213421,33,1969
32세,224268,221995,32,1969
31세,232730,226724,31,1969
30세,230750,222499,30,1969
29세,228016,228466,29,1969
28세,241145,239864,28,1969
27세,245538,242270,27,1969
26세,237706,225994,26,1969
25세,247106,214746,25,1969
24세,238695,210690,24,1969
23세,237922,222193,23,1969
22세,263921,254130,22,1969
21세,277000,268572,21,1969
20세,270603,258590,20,1969
19세,269742,254201,19,1969
18세,287886,271984,18,1969
17세,315097,295261,17,1969
16세,324242,303085,16,1969
15세,359147,335989,15,1969
14세,407319,379482,14,1969
13세,422506,393144,13,1969
12세,440520,409666,12,1969
11세,472259,437679,11,1969
10세,502637,465052,10,1969
9세,513429,477063,9,1969
8세,495731,464950,8,1969
7세,491882,458406,7,1969
6세,489127,452040,6,1969
5세,470171,433120,5,1969
4세,458853,425740,4,1969
3세,467358,433936,3,1969
2세,460172,426419,2,1969
1세,471224,441005,1,1969
0세,505886,471456,0,1969
79세,8169,15284,79,1970
78세,9542,18234,78,1970
77세,10342,17932,77,1970
76세,13309,19080,76,1970
75세,14899,23059,75,1970
74세,19084,28695,74,1970
73세,21659,31561,73,1970
72세,25829,34680,72,1970
71세,29012,37208,71,1970
70세,43665,40415,70,1970
69세,32552,48248,69,1970
68세,33745,47932,68,1970
67세,33065,47009,67,1970
66세,33858,47157,66,1970
65세,45620,59539,65,1970
64세,55473,70040,64,1970
63세,48308,61341,63,1970
62세,58268,69848,62,1970
61세,68594,79777,61,1970
60세,68848,78276,60,1970
59세,75626,85262,59,1970
58세,76757,85985,58,1970
57세,81487,90200,57,1970
56세,84545,91386,56,1970
55세,84769,90431,55,1970
54세,95620,101158,54,1970
53세,98223,103133,53,1970
52세,93349,95105,52,1970
51세,102789,100783,51,1970
50세,114254,112736,50,1970
49세,114976,117711,49,1970
48세,128856,130400,48,1970
47세,128600,131270,47,1970
46세,123050,128737,46,1970
45세,128435,139519,45,1970
44세,123514,137530,44,1970
43세,135485,145397,43,1970
42세,137003,153055,42,1970
41세,148247,165988,41,1970
40세,151551,169359,40,1970
39세,155849,173046,39,1970
38세,171700,183910,38,1970
37세,184849,188329,37,1970
36세,197883,195344,36,1970
35세,210160,205912,35,1970
34세,215736,212129,34,1970
33세,223899,220480,33,1970
32세,232346,225873,32,1970
31세,230369,221660,31,1970
30세,227640,227615,30,1970
29세,240470,238673,29,1970
28세,245368,240748,28,1970
27세,237042,225231,27,1970
26세,246290,214139,26,1970
25세,237936,210072,25,1970
24세,237168,221532,24,1970
23세,262998,253459,23,1970
22세,276228,267898,22,1970
21세,269818,258199,21,1970
20세,268655,253089,20,1970
19세,287546,271813,19,1970
18세,314151,294682,18,1970
17세,323055,301997,17,1970
16세,357437,334369,16,1970
15세,406028,378278,15,1970
14세,421966,392710,14,1970
13세,440315,409615,13,1970
12세,471965,437575,12,1970
11세,502545,464826,11,1970
10세,513156,476635,10,1970
9세,495460,464546,9,1970
8세,491873,458232,8,1970
7세,488799,451695,7,1970
6세,470094,432964,6,1970
5세,454676,421543,5,1970
4세,458405,425829,4,1970
3세,457531,423697,3,1970
2세,468268,438093,2,1970
1세,476810,449063,1,1970
0세,501379,449102,0,1970
79세,8292,16267,79,1971
78세,9235,17179,78,1971
77세,11860,18751,77,1971
76세,13358,22285,76,1971
75세,17484,27786,75,1971
74세,19809,30670,74,1971
73세,23863,33594,73,1971
72세,26528,35550,72,1971
71세,34497,39657,71,1971
70세,32284,45341,70,1971
69세,32067,47477,69,1971
68세,31954,46991,68,1971
67세,33056,47174,67,1971
66세,44992,59344,66,1971
65세,54379,69597,65,1971
64세,47007,61256,64,1971
63세,56651,69647,63,1971
62세,66965,79081,62,1971
61세,67536,78043,61,1971
60세,73986,84673,60,1971
59세,76315,86329,59,1971
58세,80333,89574,58,1971
57세,83289,91052,57,1971
56세,82844,90108,56,1971
55세,93722,100918,55,1971
54세,96404,102680,54,1971
53세,91832,94867,53,1971
52세,101056,100461,52,1971
51세,111787,111710,51,1971
50세,113369,116892,50,1971
49세,127360,129814,49,1971
48세,127490,130497,48,1971
47세,121879,127531,47,1971
46세,127407,138396,46,1971
45세,122137,136421,45,1971
44세,133150,144663,44,1971
43세,135108,151245,43,1971
42세,147028,164462,42,1971
41세,149697,168077,41,1971
40세,153479,171659,40,1971
39세,169911,182515,39,1971
38세,182916,186265,38,1971
37세,196271,193589,37,1971
36세,208424,204096,36,1971
35세,214243,210334,35,1971
34세,222632,217949,34,1971
33세,231050,222758,33,1971
32세,229087,219357,32,1971
31세,226368,224622,31,1971
30세,239153,236015,30,1971
29세,243509,239060,29,1971
28세,235292,223714,28,1971
27세,244850,211754,27,1971
26세,234690,210275,26,1971
25세,234828,219787,25,1971
24세,261725,251518,24,1971
23세,274817,265639,23,1971
22세,268488,256140,22,1971
21세,265736,251923,21,1971
20세,278584,266405,20,1971
19세,310964,292897,19,1971
18세,321325,299616,18,1971
17세,355256,331803,17,1971
16세,403093,376080,16,1971
15세,418673,390209,15,1971
14세,434288,403561,14,1971
13세,464565,429985,13,1971
12세,494413,456370,12,1971
11세,510160,472745,11,1971
10세,493106,460444,10,1971
9세,489382,454498,9,1971
8세,486458,448253,8,1971
7세,467735,429709,7,1971
6세,452227,418210,6,1971
5세,455937,422462,5,1971
4세,454621,420281,4,1971
3세,465504,434961,3,1971
2세,474396,445281,2,1971
1세,497678,446552,1,1971
0세,520339,459968,0,1971
79세,7762,15276,79,1972
78세,9529,16886,78,1972
77세,10769,19656,77,1972
76세,14442,25464,76,1972
75세,16335,28207,75,1972
74세,19877,30798,74,1972
73세,22329,33198,73,1972
72세,25881,36828,72,1972
71세,30180,42187,71,1972
70세,31814,45272,70,1972
69세,28393,44594,69,1972
68세,29764,44815,68,1972
67세,39113,54040,67,1972
66세,47216,63226,66,1972
65세,44314,59961,65,1972
64세,51840,66388,64,1972
63세,61264,74503,63,1972
62세,63074,74865,62,1972
61세,67375,79295,61,1972
60세,69847,80881,60,1972
59세,74199,84227,59,1972
58세,77082,85997,58,1972
57세,79865,88975,57,1972
56세,89849,99069,56,1972
55세,92702,100597,55,1972
54세,89204,93891,54,1972
53세,96491,97508,53,1972
52세,107604,109202,52,1972
51세,111439,116080,51,1972
50세,123641,126583,50,1972
49세,125717,129466,49,1972
48세,121381,127416,48,1972
47세,123758,135131,47,1972
46세,121440,136479,46,1972
45세,130590,144170,45,1972
44세,133970,150735,44,1972
43세,143134,161397,43,1972
42세,146722,165763,42,1972
41세,151973,171741,41,1972
